Character,Command,Hit level,Damage,Start up frame,Block frame,Hit frame,Counter hit frame,Notes,Notation
Alisa,d1+2,(DES),18~19 (43~) 1~,d+1+2,,,,,d+1+2
Alisa,desb,(DES),18~19 (43~) 1~,des b,,,,,DES b
Alisa,desf,(DES),18~19 (43~) 1~,des f,,,,,DES f
Alisa,desd1+2,(DES),18~19 (43~) 1~,des d+1+2,,,,,DES d+1+2
Alisa,desdb,(DES),18~19 (43~) 1~,des db,,,,,DES d/b
Alisa,des1,"m, m, h, h, h, m","3*5,20",14,-9,KZUD,KZUD,,DES 1
Alisa,des2,"m, m, m",5*3,20,-8,Launch,Launch,,DES 2
Alisa,des21,"m x 3, h!","5*3,14",20,Launch,"des 2,1",,,"DES 2,1"
Alisa,des3,(Special),20,des 3,,,,,DES 3
Alisa,des4,(Special),20,des 4,,,,,DES 4
Alisa,des1+2,"h, h, h","7,7,20",16,0~2,KND,KND,Homing,DES 1+2
Alisa,desf1,h x 7,3*7,12,0,11,11,,DES f+1
Alisa,desf2,"h, h, h, h, h","3,2,1,1,1",10,KND,KND,KND,,DES f+2
Alisa,desf1+2,m x 8,"3*7,13",23,7,CS,CS,,DES f+1+2
Alisa,desf1+21+2,"m x 5, m","3*5,20(,3)","23,(b)",-53,Launch,Launch,,"DES f+1+2,1+2"
Alisa,desd1,l x 5 (TC),"4*4,8","20~21, cs4~",-12,3s,3s,,DES d+1
Alisa,desd2,"l, l, l, l",5*4,30,-14~-13,2~3,2~3,,DES d+2
Alisa,desd2*,l x 5 or 6,5*5or6,30,-14~-13,2~3,2~3,,DES d+2*
Alisa,desb2,m,17,18~20,-12~-10,0~2,CS,,DES b+2
Alisa,desb21,"m, m, Sm x 4","17,8,5*4",18~20,-8s,KND,KND,,"DES b+2,1"
Alisa,desb3+4,(Special) (TJ),a,des b+3+4,,,,,DES b+3+4
Alisa,desbb,(Special) (TJ),a,"des b,b",,,,,"DES b,b"
Alisa,desubb,(Special) (TJ),a,"des ub,b",,,,,"DES u/b,b"
Alisa,desu3+4,(Special) (TJ),des u+3+4,,,,,,DES u+3+4
Alisa,desd3+4,(Special) (TJ),des d+3+4,,,,,,DES d+3+4
Alisa,desu3+41,"(Special) (TJ), m",25,20~21 (44~),-10~-9,CS,CS,,"DES u+3+4,1"
Alisa,desd3+41,"(Special) (TJ), m",25,20~21 (44~),-10~-9,CS,CS,,"DES d+3+4,1"
Alisa,desub1+2,"m, m, m (TJ)",9*3,"29, js5~28",-9s,CS,CS,,DES u/b+1+2
Alisa,desu1+2,"m, m, m (TJ)",9*3,"29, js5~28",-9s,CS,CS,,DES u+1+2
Alisa,desuf1+2,"m, m, m (TJ)",9*3,"29, js5~28",-9s,CS,CS,,DES u/f+1+2
Alisa,desuf1+21+2,m x 3 (TJ) (Special),9*3,"29, js5~28",-9s,CS,CS,,"DES u/f+1+2,1+2"
Alisa,desbt1,m x 6,4*6,19,-9,CS,CS,,DES BT 1
Alisa,desbt2,m x 6,4*6,19,-9,CS,CS,,DES BT 2
Alisa,desf3+4,(DBT),19,des f+3+4,,,,,DES f+3+4
Alisa,desff,(DBT),19,"des f,f",,,,,"DES f,f"
Alisa,dbtb,(Special),19,dbt b,,,,,d/bT b
Alisa,dbtf3+4u,(Special) (TJ),19,"dbt f+3+4,u",,,,,"d/bT f+3+4,u"
Alisa,dbtf3+4d,(Special) (TJ),19,"dbt f+3+4,d",,,,,"d/bT f+3+4,d"
Alisa,dbt1,h x 6,5*6,"24, js1~20",9,11,11,,d/bT 1
Alisa,dbt2,"m, m, h, h, h","8,8,8,20,25","16~17, js1~",-14,KND,KND,,d/bT 2
Alisa,dbt21+2,"m, m, h, h, h (Special)","8,8,8,20,25","16~17, js1~",-14,KND,KND,,"d/bT 2,1+2"
Alisa,dbt21,"m, m, h, h, h (TJ)","8,8,8,20,45",js1~,-12~10s,KND,KND,,"d/bT 2,1"
Alisa,dbt211+2,"m, m, h, h, h (TJ) (Special)","8,8,8,20,45",js1~,-12~10s,KND,KND,,"d/bT 2,1,1+2"
Alisa,dbt1+2,"m, m, m, m","5,5,5,20","12, js1~",0,KND,KND,,d/bT 1+2
Alisa,f1,h,7,10,1,8,8,,f+1
Alisa,d1,Sm (TC),5,10s cs4~,-5,6,6,,d+1
Alisa,ub1,m (TJ),12,18 js9~,-8,3,3,,u/b+1
Alisa,u1,m (TJ),12,18 js9~,-8,3,3,,u+1
Alisa,uf1,m (TJ),12,18 js9~,-8,3,3,,u/f+1
Alisa,ub2,h,17,15~16,-12~-11,9~10g,9~10g,,u/b+2
Alisa,u2,h,17,15~16,-12~-11,9~10g,9~10g,,u+2
Alisa,uf2,h,17,15~16,-12~-11,9~10g,9~10g,,u/f+2
Alisa,ub4,m (TJ),10,17~18 js9~,-9~-8,7~8,7~8,,u/b+4
Alisa,fc1,Sm (TC),5,10s cs1~,-5,6,6,,FC 1
Alisa,fc2,Sm (TC),8,11s cs1~,-4,7,7,,FC 2
Alisa,fc3,l (TC),12,16s cs1~,-17,-3,-3,,FC 3
Alisa,fc4,l (TC),10,12s cs1~,-15,-4,-4,,FC 4
Alisa,ss1,h,7,10(11~),1,8,8,,SS 1
Alisa,ss2,h,10,12(13~),-6,5,5,,SS 2
Alisa,ss3,m,12,14~15 (15~),-12~-11,-1~0,-1~0,,SS 3
Alisa,bt1,h,15,8,-8,3,3,,BT 1
Alisa,bt2,h,15,8,-8,3,3,,BT 2
Alisa,bt3,h,25,10,-8,KND,KND,,BT 3
Alisa,btd1,Sm,10,10s cs1~,-2,9,9,,BT d+1
Alisa,btd2,Sm,10,10s cs1~,-2,9,9,,BT d+2
Alisa,btd3,l,12,10s cs1~,-11,3,3,,BT d+3
Alisa,btd4,l,12,10s cs1~,-11,3,3,,BT d+4
Asuka,ragedf1+2,m,55,20 pc8~19,-22,KND,KND,Rage Art,In Rage d/f+1+2
Asuka,rageff1+2,m,30,21(22~),11~12g,Launch,Launch,Rage Drive,"In Rage f,f+1+2"
Asuka,1,h,8,10,-2,9,9,,1
Asuka,11,"h, m","8,15",10,-7,4,4,,"1,1"
Asuka,12,"h, m","8,9",10,-8~-7,3~4a,3~4a,,"1,2"
Asuka,123,"h, m, m","8,9,24",10,-2~0,KND,KND,Tail Spin,"1,2,3"
Asuka,123*two,"h, m, m","8,9,26",10,6~7,KND,KND,Tail Spin,"1,2,3*two"
Asuka,123*three,"h, m, m!","8,9,28",10,KND,KND,KND,Tail Spin,"1,2,3*three"
Asuka,123b,"h, m","8,9",10,-18~-17,-7~-6a,-7~-6a,,"1,2,3,b"
Asuka,124,"h, m, m","8,9,20",10,-12~-11,KND,KND,,"1,2,4"
Asuka,13,"h, l","8,10",10,-11,0,0,,"1,3"
Asuka,14,"h, l (TC) (LCT)","8,14",cs6~,-11~-9,0~2,3~5,,"1,4"
Asuka,2,h,9,12,-11,0,0,,2
Asuka,21,"h, h","9,10",12,-3~-2,8~9,8~9,,"2,1"
Asuka,211+2,"h, h, h, h","9,10,8,20",12,-9~-8,KND,KND,,"2,1,1+2"
Asuka,23,"h, m (TJ)","9,20",js18~,-19~-18,KND,KND,,"2,3"
Asuka,3,m,17,14,-7,9,9,,3
Asuka,31,"m, m","17,17",14,-11~-10,8~9,CS,,"3,1"
Asuka,4,h,18,11,-7,7,Launch,,4
Asuka,3~4,l (TC),22,26~28s (27~) cs6~,-26,KND,KND,,3~4
Asuka,1+2,m,21,16~17,-9~-8,CS,CS,,1+2
Asuka,3+4,"m, m (TJ)","10,21","23,30~32 js5~",-6~-4,KND,KND,,3+4
Asuka,3+4db,"m, m (TJ)","10,21","23, 30~32s",-6~-4,KND,KND,,"3+4,d/b"
Asuka,3+4d,"m, m (TJ)","10,21","23, 30~32s",-6~-4,KND,KND,,"3+4,d"
Asuka,3+4df,"m, m (TJ)","10,21","23, 30~32s",-6~-4,KND,KND,,"3+4,d/f"
Asuka,1+4firsthitonly,l,5,14,-19,-8,-8,,1+4 first hit only
Asuka,1+4,"l, h","5,8","14,31",-3(-19s),9,9,,1+4
Asuka,1+42,"l, h, h","5,8,10","14,31",-2,9,9,,"1+4,2"
Asuka,1+421,"l, h, h, h","5,8,10,12","14,31",-2,9,9,,"1+4,2,1"
Asuka,1+424,"l, h, h, m","5,8,10,23","14,31",-9,4,KND,,"1+4,2,4"
Asuka,1+42d4,"l, h, h, l","5,8,10,15",cs10~,-23,KND,KND,,"1+4,2,d+4"
Asuka,1+43,"l, h, m","5,8,24",10~,-2~0,KND,KND,Tail Spin,"1+4,3"
Asuka,1+43b,"l, h","5,8",10~,-20(37s),-9,-9,,"1+4,3,b"
Asuka,2+3,h (Absorbs 1 h/m hit),21,28~29 (7~),0~1,KND,KND,,2+3
Asuka,f2,m,20,17~18,-18~-17,Launch,Launch,,f+2
Asuka,f2db,(Special),s,"f+2,db",,,,,"f+2,d/b"
Asuka,f2d,(Special),s,"f+2,d",,,,,"f+2,d"
Asuka,f2df,(Special),s,"f+2,df",,,,,"f+2,d/f"
Asuka,f3,m,24,14~16 (31~33),-2~0,KND,KND,Tail Spin,f+3
Asuka,f3*two,m,26,12~13 (52~53),6~7,KND,KND,Tail Spin,f+3*two
Asuka,f3*three,m!,28,12~13 (70~71),KND,KND,KND,Tail Spin,f+3*three
Asuka,f4,h,21,19~21,3~5,KND,KND,"Homing, Tail Spin",f+4
Asuka,f1+2,h,26,15~16 pc8~14,-9~-8,KND,KND,Power Crush,f+1+2
Asuka,df1,m,10,13~14,-3~-2,8~9,8~9,,d/f+1
Asuka,df12,"m, h (throw)","10,13(,20)",13~14,-1,Throw(KND),Throw(KND),,"d/f+1,2"
Asuka,df14,"m, m","10,22",13~14,-12~-11,KND,CS,,"d/f+1,4"
Asuka,df2,m,14,15~16,-6~-5,Launch(5a),Launch,,d/f+2
Asuka,df3,m,22,20~21,-8~-7,KND,KND,,d/f+3
Asuka,df4,m,16,12,-9,2,2,,d/f+4
Asuka,d2,m,18,18,-4s,9s,KND,,d+2
Asuka,d1+2,l (TC),20,20 cs15~,-18,KND,KND,,d+1+2
Asuka,fcdb1+2,l (TC),20,20 cs15~,-18,KND,KND,,FC d/b+1+2
Asuka,fcd1+2,l (TC),20,20 cs15~,-18,KND,KND,,FC d+1+2
Asuka,d3+4,"l, h (TJ)","5,20","14,24 js5~",-6(-25s),Launch,Launch,,d+3+4
Asuka,db1,m (TC),13,14 cs6~13,-9,4,9,,d/b+1
Asuka,db12,"m (TC), l","13,17",cs15~,-13~-12,3~4s,KND,,"d/b+1,2"
Asuka,db2,m,22,23~24 cs3~20,-13~-12,Launch,Launch,,d/b+2
Asuka,db3,l,17,21,-12,4s,14kg,,d/b+3
Asuka,b1,l (TC) (throw),17,29~30s cs6~,-10~-9,6~7,Throw(KND),,b+1
Asuka,b2,m,12,15,-4s,1s,1s,,b+2
Asuka,b21,"m, m","12,14",15,-7,4,4,,"b+2,1"
Asuka,b24,"m, l (LCT)","12,14",cs15~,-11~-9,0~2,3~5,,"b+2,4"
Asuka,b21+2,"m, h","12,7",15~,-9,2,2,,"b+2,1+2"
Asuka,b21+2d,m,12,15~s,-6s,-1s,-1s,,"b+2,1+2,d"
Asuka,b21+24,"m, h, m","12,7,20",15~,-13~-12,KND,KND,Tail Spin,"b+2,1+2,4"
Asuka,b3,m (TJ),15,16~17 js10~,-19~-18,Launch,Launch,,b+3
Asuka,b32,"m, m","15,20",16~17 10~,-20~-19,Launch,Launch,,"b+3,2"
Asuka,b32db,m (Special),15,16~17 10~s,-33~-32,Launch,Launch,,"b+3,2,d/b"
Asuka,b32d,m (Special),15,16~17 10~s,-33~-32,Launch,Launch,,"b+3,2,d"
Asuka,b32df,m (Special),15,16~17 10~s,-33~-32,Launch,Launch,,"b+3,2,d/f"
Asuka,b34,"m (TJ), l (TC) (LCT)","15,14",cs1~,-11~-9,0~2,3~5,,"b+3,4"
Asuka,b4,m,17,15~16,-8~-7,8~9,CS,,b+4
Asuka,b42,"m, m","17,12",15~16,-12~-11,4~5s,4~5s,,"b+4,2"
Asuka,b423,"m, m, m","17,12,21",15~16,-16~-13,KND,KND,,"b+4,2,3"
Asuka,b1+4,"h, l","15,8","12,29~30",-8~-7,5~6,5~6 7~8,,b+1+4
Asuka,b1+4firsthitonly,h,15,12,-25,-14,-14,,b+1+4 first hit only
Asuka,b1+43,"h, l, l","15,8,18",12,-13~-12,-2~-1,KND,,"b+1+4,3"
Asuka,b1+44,"h, l, m","15,8,23",12,-14~-13,5b,5b,Tail Spin,"b+1+4,4"
Asuka,uf2,h (throw),"20(,20)",14,-7,Throw(KND),Throw(KND),,u/f+2
Asuka,uf2nothrow,h,20,14,-7,KND,KND,,u/f+2 no throw
Asuka,ub3,m (TJ),17,20~21 js11~,-3~-2,8~9,KND,,u/b+3
Asuka,u3,m (TJ),17,20~21 js11~,-3~-2,8~9,KND,,u+3
Asuka,uf3,m (TJ),17,20~21 js11~,-3~-2,8~9,KND,,u/f+3
Asuka,ub4,m (TJ),25,20~21 js9~,-15~-14,Launch,Launch,,u/b+4
Asuka,u4,m (TJ),25,20~21 js9~,-13~-12,Launch,Launch,,u+4
Asuka,uf4,m (TJ),25,20~21 js9~,-13~-12,Launch,Launch,,u/f+4
Asuka,ff1,m,30,23~24 (24~),4~5,KND,KND,,"f,f+1"
Asuka,ff2,m,16,15~16 (16~),-13~-12,-3~-2,-3~-2,,"f,f+2"
Asuka,ff21,"m, h","16,21",15~16 (16~),-5~-4,KND,KND,,"f,f+2,1"
Asuka,ff23,"m, m","16,21",15~16 (16~),-8~-7,KND,KND,,"f,f+2,3"
Asuka,ff21+2,"m, m","16,25",15~16 (16~),-13~-12,ED,ED,,"f,f+2,1+2"
Asuka,ff3,m,23,20~21s (21~),-9~-8,KND,KND,Homing,"f,f+3"
Asuka,ff4,h (TJ),28,20~21 (21~) js6~,-3~-2,KND,KND,Tail Spin,"f,f+4"
Asuka,ubb,(Special) (TJ),a,"ub,b",,,,,"u/b,b"
Asuka,ubb3,m (TJ),32,24~28 (69~) js3~,0~4,KND,KND,,"u/b,b,3"
Asuka,wr3,m (TJ),32,24~28 (69~) js3~,0~4,KND,KND,,"f,f,f+3"
Asuka,fff3,m (TJ),32,24~28 (69~) js3~,0~4,KND,KND,,"f,f,f+3"
Asuka,ws1,m,12,14~15,-7~-6,4~5,4~5,,WS 1
Asuka,ws14,"m, h","12,20",15~16,-12,KND,KND,,"WS 1,4"
Asuka,ws2,m,18,13~14,-8~-7,8~9,8~9,,WS 2
Asuka,ws21,"m, h","18,10",13~14,-2,9,9,,"WS 2,1"
Asuka,ws3,m,20,18~19 js18~,-16~-15,Launch,Launch,,WS 3
Asuka,ws4,m,15,11~12,-3~-2,8~9,8~9,,WS 4
Asuka,ws1+2,m,20,21,-2,5,CS (17),,WS 1+2
Asuka,ws1+2d,(Special),s,"ws 1+2,d",,,,,"WS 1+2,d"
Asuka,fc3+4ws3+4,"m, m (TJ)","10,10","21~22, 31~32 js5~22",-6~-5,5~6s,5~6s,,FC 3+4 WS 3+4
Asuka,fc3+4d,"m, m (TJ)","10,10","21~22, 31~32s js5~22",-6~-5,5~6s,5~6s,,"FC 3+4,d"
Asuka,fc3+43,"m, m (TJ), m, m (TJ)","10,10,10,10",js21~,0~1s,KND,KND,,"FC 3+4,3"
Asuka,fc3+43d,"m, m (TJ), m, m (TJ)","10,10,10,10",s js21~,0~1s,KND,KND,,"FC 3+4,3,d"
Asuka,fcdf2,l (TC),10,16~17s cs1~,-11~-10,0~1,17~18,,FC d/f+2
Asuka,fcdf3,m,17,17,-9,KND,KND,Wall Bounce,FC d/f+3
Asuka,ss2,m,23,13~14 (22~),-9~-8,KND(KND),KND(KND),,SS 2
Asuka,ss4,h,18,17~21 (26~),-6~-2,7~11,KND,,SS 4
Asuka,f1,m,17,20,-7,4,4,,f+1
Asuka,f13,"m, m","17,17",20,-5~-4,6~7,KND,,"f+1,3"
Asuka,f131,"m, m, h","17,17,12",20,-8,3,3,,"f+1,3,1"
Asuka,f14,"m, l, h (TJ)","17,5,20",js10~,-6(-25s),Launch,Launch,,"f+1,4"
Asuka,f1d4,"m, l (TC)","17,22",s cs6~,-26,KND,KND,,"f+1,d+4"
Asuka,f1d4db,m (Special),17,6~s,-26,-15,-15,,"f+1,d+4,d/b"
Asuka,db4,l (TC) (LCT),14,22~24 cs6~,-11~-9,0~2,3~5,,d/b+4
Asuka,db4d,l (TC) (LCT),14,22~24s cs6~,-11~-9,0~2,3~5,,"d/b+4,d"
Asuka,db44,"l (TC), l (TC) (LCT)","14,15",cs1~,-7~-5,4~6,KND,,"d/b+4,4"
Asuka,db44d,"l (TC), l (TC) (LCT)","15,15",s cs1~,-11~-9,0~2,KND,,"d/b+4,4,d"
Asuka,db444,"l (TC), l (TC), l (TC) (LCT)","18,20,21",cs1~,-7~-5,4~6,KND,,"d/b+4,4,4"
Asuka,db444d,"l (TC), l (TC), l (TC) (LCT)","18,20,21",s cs1~,-11~-9,0~2,KND,,"d/b+4,4,4,d"
Asuka,lct3,h (LCT),21,1~,-3,Launch,Launch,,lct 3
Asuka,lct1+4,"l, h (LCT)","5,8",1~,-3(-19s),9,9,,lct 1+4
Asuka,d1,Sm,5,10s cs4~,-5,6,6,,d+1
Asuka,d3,l (TC),12,16s cs4~,-17,-3,-3,,d+3
Asuka,d4,l (TC),7,12s cs4~,-13,-2,-2,,d+4
Asuka,ub1,m (TJ),12,18 js9~,-8,3,3,,u/b+1
Asuka,u1,m (TJ),12,18 js9~,-8,3,3,,u+1
Asuka,uf1,m (TJ),12,18 js9~,-8,3,3,,u/f+1
Asuka,ub2,h,17,15~16,-12~-11,9~10g,9~10g,,u/b+2
Asuka,u2,h,17,15~16,-12~-11,9~10g,9~10g,,u+2
Asuka,fc1,Sm (TC),5,10s cs1~,-5,6,6,,FC 1
Asuka,fcdb2,Sm (TC),8,11s cs1~,-4,7,7,,FC d/b+2
Asuka,fcd2,Sm (TC),8,11s cs1~,-4,7,7,,FC d+2
Asuka,fcdb3,l (TC),12,16s cs1~,-17,-3,-3,,FC d/b+3
Asuka,fcd3,l (TC),12,16s cs1~,-17,-3,-3,,FC d+3
Asuka,fc4,l (TC),10,12s cs1~,-15,-4,-4,,FC 4
Asuka,ss1,h,8,10(11~),-2,9,9,,SS 1
Asuka,ss3,m,17,14(15~),-7,9,9,,SS 3
Asuka,bt1,h,15,8,-8,3,3,,BT 1
Asuka,bt2,h,15,8,-8,3,3,,BT 2
Asuka,bt3,h,25,10,-8,KND,KND,,BT 3
Asuka,bt4,h,25,10,-8,KND,KND,,BT 4
Asuka,btd1,Sm,10,10s cs1~,-2,9,9,,BT d+1
Asuka,btd2,Sm,10,10s cs1~,-2,9,9,,BT d+2
Asuka,btd3,l,12,10s cs1~,-11,3,3,,BT d+3
Asuka,btd4,l,12,10s cs1~,-11,3,3,,BT d+4
Bob,ragedf1+2,m,55,20 pc8~19,-22,KND,KND,Rage Art,In Rage d/f+1+2
Bob,ragef2+3,"m (TJ), m (TJ)","27,16",26~31a 86~87s (29~) 1js15~ 2js14~,2~3s,KND(KND),KND(KND),Rage Drive,In Rage f+2+3
Bob,ragef2+3f,"m (TJ), m (TJ) (Special) (TC) (BAL)","27,16s",26~31 86~87 (29~) 115~ 214~,9~10s,KND(KND),KND(KND),Rage Drive,"In Rage f+2+3,f"
Bob,1,h,7,10,1,8,8,,1
Bob,11,"h, h","7,7",10,-1,5,5,,"1,1"
Bob,112,"h, h, h","7,7,12",10,-12,2,2,,"1,1,2"
Bob,12,"h, h","7,10",10,-3,3,3,,"1,2"
Bob,121+2,"h, h, m","7,10,20",10,-13~-12,9~10k,KND,Tail Spin,"1,2,1+2"
Bob,13,"h, l","7,10",10,-16~-15,-5~-4,-5~-4,,"1,3"
Bob,133,"h, l, m","7,10,18",10,-14~-13,-6~-5,KND,,"1,3,3"
Bob,14,"h, h","7,15",10,-6,5,Launch,,"1,4"
Bob,1d4,"h, l","7,13",10,-12,-1,-1,,"1,d+4"
Bob,2,h,8,10,0,6,6,,2
Bob,21,"h, m","8,10",10,-4~-2,4~6,7~9,,"2,1"
Bob,214,"h, m, m (TJ)","8,10,20",js12~,-4~-3,KND,KND,,"2,1,4"
Bob,3,h,14,18~19,-9~-8,-4~-3,-4~-3,,3
Bob,34,"h, m (TJ)","14,17",js18~,-10~-5s,4~9s,KND,,"3,4"
Bob,4,h,15,13,-9,7,Launch,,4
Bob,43,"h, m","15,12",13,-8~-7,3~4,3~4,,"4,3"
Bob,433+4,"h, m, m (TJ)","15,12,14",js17~,-5~0s,KND,KND,,"4,3,3+4"
Bob,1+2,m,18,19~20,-13~-12s,0~1s,0~1s,,1+2
Bob,1+21+2,"m, m","18,20",19~20,-20~-19,KND,KND,,"1+2,1+2"
Bob,1+2f,m (Special) (TC) (BAL),18,19~20s,4~5s,17~18s,17~18s,,"1+2,f"
Bob,1+2fafterstanceends,m (Special) (TC) (BAL),18,19~20s,-19~-18s,-6~-5s,-6~-5s,,"1+2,f after stance ends"
Bob,1+2b,m (Special) (TC) (BAL),18,19~20s,-36~-35s,-23~-22s,-23~-22s,,"1+2,b"
Bob,f2,h,12,12,-8,3,3,,f+2
Bob,f23,"h, m","12,20",12,-15~-14,KND,KND,,"f+2,3"
Bob,f3,m,18,21~27,-4~2,0~6s,8~14s,,f+3
Bob,f34,"m, m","18,23",21~27,-11~-10,KND,CS,,"f+3,4"
Bob,f4,h,20,16~17,-6~-5,KND,KND(Throw),"Homing, Tail Spin",f+4
Bob,f1+2,m,25,15~19 pc8~14,-13~-9,KND,KND,Power Crush,f+1+2
Bob,df1,m,13,14~15,-3~-2,5~6,5~6,,d/f+1
Bob,df12,"m, m","13,15",14~15,-12,4,4,,"d/f+1,2"
Bob,df2,m,14,15~16,-8~-7,3~4a,Launch,,d/f+2
Bob,df3,m,14,18,-7,4,4,,d/f+3
Bob,df31,"m, h","14,11",18,-3,8,8,,"d/f+3,1"
Bob,df311,"m, h, m","14,11,20",18,-10,1,KND,,"d/f+3,1,1"
Bob,df32,"m, h","14,20",18,-9~-8,KND,KND,,"d/f+3,2"
Bob,df34,"m, l","14,10",18,-12~-11,-1~0,-1~0,,"d/f+3,4"
Bob,df344,"m, l, h","14,10,16",18,-13~-12,0~1,0~1,,"d/f+3,4,4"
Bob,df4,m,16,13~14,-9~-8,2~3,2~3,,d/f+4
Bob,df3+4,"m, m","6,6","18,28",-13,KND,KND,,d/f+3+4
Bob,df3+44,"m, m, m (TJ)","6,6,23",js17~,-4~-2,KND,KND,Tail Spin,"d/f+3+4,4"
Bob,d1,m,18,18~19s,-11~-10,5~6s,KND,,d+1
Bob,d2,m,12,15,-9,2,2,,d+2
Bob,d21,"m, m","12,14",15,-10~-9,1~2,1~2,,"d+2,1"
Bob,d212,"m, m, m","12,14,18",15,-12~-10,1~3,1~3,,"d+2,1,2"
Bob,d2122,"m, m, m, m","12,14,18,21",15,-21,KND,KND,,"d+2,1,2,2"
Bob,d23,"m, m","12,21",15,-4,9,CS,,"d+2,3"
Bob,d24,"m, m (TJ)","12,21",15a,-13,KND,KND,,"d+2,4"
Bob,d3,l (TC),14,19s cs6~,-18~-17,-7~-6,-7~-6,,d+3
Bob,d34,"l, h","14,20",19 6~,-8~-7,KND,KND,Tail Spin,"d+3,4"
Bob,d4,l,11,16,-12,-1,-1,,d+4
Bob,d43,"l, h","11,15",16,-7,-2,-2,,"d+4,3"
Bob,d434,"l, h, m","11,15,24",16,-12~-11,KND,KND,,"d+4,3,4"
Bob,d1+2,"h, h","5,5","14,25",-9,2,2,,d+1+2
Bob,d1+22,"h, h, m","5,5,5","14,25",-8,3,3,,"d+1+2,2"
Bob,d1+221,"h, h, m, h","5,5,5,20","14,25",-16~-15,KND,KND,,"d+1+2,2,1"
Bob,d3+4,"m, m","12,20","15~16, 24~26 2js20~",-15~-13,Launch,Launch,,d+3+4
Bob,d3+4secondhitmiss,m,12,15~16,-24~-23,Launch,Launch,,d+3+4 second hit miss
Bob,db2,m,17,14,-8,6,6,,d/b+2
Bob,db3,l,17,20,-12,2,14g,,d/b+3
Bob,db4,l (TC),15,24~25 cs6~,-12~-11,-1~0,-1~0,,d/b+4
Bob,db44,"l (TC), m","15,14",js14~,-12~-10,-2~0,-2~0,,"d/b+4,4"
Bob,db443,"l (TC), m, h","15,14,12",14~,-10,3,3,,"d/b+4,4,3"
Bob,db4433,"l (TC), m, h, m","15,14,12,18",14~,-12~-7,KND,KND,,"d/b+4,4,3,3"
Bob,db444,"l (TC), m, l","15,14,10",cs11~,-12~-10,-1~1,-1~1,,"d/b+4,4,4"
Bob,db444d,"l (TC), m, l","15,14,10",s cs11~,-12~-10,-1~1,-1~1,,"d/b+4,4,4,d"
Bob,db1+2,m,16,18~19,-13~-12,Launch,Launch,,d/b+1+2
Bob,db3+4,l,14,19,-31,6,6,,d/b+3+4
Bob,db3+44,"l, l","14,12",19,8s,"db34,4",,,"d/b+3+4,4"
Bob,db3+44secondhitonly,l,12,19,-28,-9s,KND,,"d/b+3+4,4 second hit only"
Bob,b1,m,15,17~19,-9~-7,4~6s,4~6s,,b+1
Bob,b12,"m, m","15,16",17~19,-8~-7,7~8,7~8,,"b+1,2"
Bob,b2,m,10,13~14,-5~-4,6~7,6~7,,b+2
Bob,b22,"m, h","10,12",13~14,-3,8,8,,"b+2,2"
Bob,b224,"m, h, m","10,12,16",13~14,-9,7,7,,"b+2,2,4"
Bob,b2244,"m, h, m, h","10,12,16,20",13~14,-7~-6,KND,KND,Tail Spin,"b+2,2,4,4"
Bob,b3,m,20,17~18,-15~-14,KND,uKZD,,b+3
Bob,b4,m,15,15,-7,4,4,,b+4
Bob,b41,"m, m","15,20",15,-7,9s,9s,,"b+4,1"
Bob,b44,"m, h","15,20",15,-7~-6,11~12,11~12,Tail Spin,"b+4,4"
Bob,b1+2,m,20,17~18,-9~-8,8~9s,8~9s,,b+1+2
Bob,b1+21,"m, m","20,10",17~18,-11,0,0,,"b+1+2,1"
Bob,b1+212,"m, m, h","20,10,20",17~18,-16,KND,KND,,"b+1+2,1,2"
Bob,b3+4,(Special) (TC),s,b+3+4,,,,,b+3+4
Bob,ub3,"m, m (TJ)","14,20","15~16, 24~26 js13~",-15~-13,Launch,Launch,,u/b+3
Bob,ub3firsthitonly,m (TJ),14,15~16 js13~,-24~-23,Launch,Launch,,u/b+3 first hit only
Bob,ub3secondhitonly,m (TJ),20,24~26 js13~,-15~-13,Launch,Launch,,u/b+3 second hit only
Bob,u1+2,(Special) (TJ),a,u+1+2,,,,,u+1+2
Bob,u1+2f,(Special) (TJ) (Special) (TC) (BAL),as,"u+1+2,f",,,,,"u+1+2,f"
Bob,u1+2b,(Special) (TJ) (Special) (TC) (BAL),as,"u+1+2,b",,,,,"u+1+2,b"
Bob,u1+21,"(Special) (TJ), m (TJ)",21,11~13s (28~) js1~,-9,KND,KND,Wall Bounce,"u+1+2,1"
Bob,u3+4,m (TJ),20,24~30s js13~,-4~2s,612s,KND,,u+3+4
Bob,u3,m (TJ),20,20 js9~,-13,KND,KND,,u+3
Bob,uf3,m (TJ),20,20 js9~,-13,Launch,Launch,,u/f+3
Bob,u4,m (TJ),14,25~27 js15~,-9~-7,0~2,0~2,,u+4
Bob,uf4,m (TJ),14,25~27 js15~,-9~-7,0~2,0~2,,u/f+4
Bob,u44,"m (TJ), m","14,18",js1~5,0~1,4~5s,KND,,"u+4,4"
Bob,uf44,"m (TJ), m","14,18",js1~5,0~1,4~5s,KND,,"u/f+4,4"
Bob,uf1+2f,m (TJ),15,16~18 js13~,-26~-24(-3~1),-18~-16(5~7),-18~-16(5~7),,u/f+1+2
Bob,uf1+2b,m (TJ),15,16~18 js13~,-43~-41,-35~-33,-35~-33,,u/f+1+2
